,x,y
0,0.0,1.397371322408986
1,0.10101010101010101,1.141913811588305
2,0.20202020202020202,2.023201335531059
3,0.30303030303030304,2.975999642702178
4,0.40404040404040403,1.8227783103223416
5,0.5050505050505051,2.0753166970669183
6,0.6060606060606061,3.7785217675574283
7,0.7070707070707071,3.3816245509990948
8,0.8080808080808081,2.6446225114540587
9,0.9090909090909091,3.706775307596044
10,1.0101010101010102,3.1545183710025557
11,1.1111111111111112,3.405193974921572
12,1.2121212121212122,4.223872847555858
13,1.3131313131313131,2.7522040871020446
14,1.4141414141414141,3.155419269343109
15,1.5151515151515151,4.33804876448601
16,1.6161616161616161,4.230139144136501
17,1.7171717171717171,5.544327159005512
18,1.8181818181818181,4.819035285037576
19,1.9191919191919191,4.668136836911565
20,2.0202020202020203,7.223024065642294
21,2.121212121212121,6.122409262641074
22,2.2222222222222223,6.609578119305894
23,2.323232323232323,5.668282259110042
24,2.4242424242424243,6.625099880985914
25,2.525252525252525,7.401869384899206
26,2.6262626262626263,6.644861703718723
27,2.727272727272727,8.118740232858356
28,2.8282828282828283,7.590196118772027
29,2.929292929292929,8.089877323397701
30,3.0303030303030303,8.094392285974058
31,3.131313131313131,10.310105375889977
32,3.2323232323232323,9.070010301017733
33,3.3333333333333335,8.487164590168614
34,3.4343434343434343,10.243894515541136
35,3.5353535353535355,8.861708918407022
36,3.6363636363636362,10.257999966912895
37,3.7373737373737375,8.775698244330524
38,3.8383838383838382,9.533410756840851
39,3.9393939393939394,11.005973837180147
40,4.040404040404041,11.69178336500643
41,4.141414141414141,11.490629978487329
42,4.242424242424242,11.513541980150013
43,4.343434343434343,11.617702902114427
44,4.444444444444445,10.928293518817169
45,4.545454545454545,11.787760996920596
46,4.646464646464646,12.247650599393786
47,4.747474747474747,13.714384649662001
48,4.848484848484849,13.39610675286689
49,4.94949494949495,11.963305249447187
50,5.05050505050505,13.885529801778462
51,5.151515151515151,13.570722054454826
52,5.252525252525253,13.589775531068364
53,5.353535353535354,14.873179414911078
54,5.454545454545454,15.461163254360395
55,5.555555555555555,15.633912984181848
56,5.656565656565657,14.47004012283603
57,5.757575757575758,15.146569493258422
58,5.858585858585858,15.911475391587496
59,5.959595959595959,16.679426000687783
60,6.0606060606060606,15.76817576123892
61,6.161616161616162,16.25551322270935
62,6.262626262626262,15.77149767736083
63,6.363636363636363,15.95212560982637
64,6.4646464646464645,17.811636819531522
65,6.565656565656566,18.499133436998072
66,6.666666666666667,17.6090585694024
67,6.767676767676767,18.722018237505537
68,6.8686868686868685,18.461025991755278
69,6.96969696969697,17.908146620558327
70,7.070707070707071,18.965884161174408
71,7.171717171717171,20.159722182465703
72,7.2727272727272725,19.15315735053022
73,7.373737373737374,20.686058358994636
74,7.474747474747475,17.591072603596892
75,7.575757575757575,20.596915942894118
76,7.6767676767676765,20.261556846509727
77,7.777777777777778,20.20523856407175
78,7.878787878787879,20.770378318198098
79,7.979797979797979,19.359439817814234
80,8.080808080808081,21.026282691750193
81,8.181818181818182,21.74023551175485
82,8.282828282828282,22.889385942863917
83,8.383838383838384,21.54497978497704
84,8.484848484848484,21.56532632980666
85,8.585858585858587,22.063240829778838
86,8.686868686868687,23.449493411333375
87,8.787878787878787,23.232697857424718
88,8.88888888888889,22.79841405920859
89,8.98989898989899,23.88536142123816
90,9.09090909090909,23.80493476675116
91,9.191919191919192,24.75471397222429
92,9.292929292929292,23.67068075722135
93,9.393939393939394,24.22271876757027
94,9.494949494949495,24.42368721486801
95,9.595959595959595,23.819087031393295
96,9.696969696969697,25.479320464075904
97,9.797979797979798,25.703793712693408
98,9.8989898989899,25.751565512788716
99,10.0,25.812330293299883
